payment_id,order_id,method,amount,status,transaction_date,currency,auth_code
PAY-002896,ORD-002896,credit_card,1562.38,completed,2024-06-10 09:00:00,USD,AUTH-924428
PAY-002897,ORD-002897,google_pay,526.18,completed,2024-11-20 19:00:00,USD,AUTH-274902
PAY-002898,ORD-002898,credit_card,2532.51,completed,2024-04-19 09:00:00,EUR,AUTH-222367
PAY-002899,ORD-002899,credit_card,2008.33,refunded,2023-07-05 03:00:00,USD,AUTH-772600
PAY-002900,ORD-002900,credit_card,197.69,completed,2026-04-23 09:00:00,GBP,AUTH-451412
PAY-002901,ORD-002901,apple_pay,963.58,completed,2025-03-28 14:00:00,USD,AUTH-494946
PAY-002902,ORD-002902,debit_card,2389.04,completed,2024-06-14 18:00:00,USD,AUTH-551837
PAY-002903,ORD-002903,debit_card,905.28,completed,2023-06-09 17:00:00,USD,AUTH-102977
PAY-002904,ORD-002904,debit_card,2051.39,refunded,2024-08-03 23:00:00,USD,AUTH-251491
PAY-002905,ORD-002905,google_pay,425.73,failed,2023-12-04 22:00:00,USD,AUTH-356381
PAY-002906,ORD-002906,credit_card,1916.57,completed,2023-12-04 20:00:00,USD,AUTH-844076
PAY-002907,ORD-002907,bank_transfer,1627.77,completed,2024-04-15 17:00:00,USD,AUTH-440146
PAY-002908,ORD-002908,credit_card,309.42,completed,2023-06-14 08:00:00,USD,AUTH-894601
PAY-002909,ORD-002909,debit_card,1360.82,failed,2023-03-26 22:00:00,CAD,AUTH-250588
PAY-002910,ORD-002910,paypal,1966.71,completed,2023-04-16 03:00:00,USD,AUTH-129804
PAY-002911,ORD-002911,debit_card,494.35,completed,2022-03-12 10:00:00,EUR,AUTH-117956
PAY-002912,ORD-002912,paypal,1512.34,completed,2023-02-07 07:00:00,USD,AUTH-803871
PAY-002913,ORD-002913,paypal,309.49,completed,2022-06-18 05:00:00,USD,AUTH-895474
PAY-002914,ORD-002914,google_pay,1372.05,completed,2025-04-28 07:00:00,USD,AUTH-698631
PAY-002915,ORD-002915,credit_card,780.53,refunded,2024-03-01 13:00:00,USD,AUTH-888232
PAY-002916,ORD-002916,paypal,1856.25,completed,2025-01-09 20:00:00,USD,AUTH-426566
PAY-002917,ORD-002917,apple_pay,1481.14,completed,2022-10-26 16:00:00,EUR,AUTH-629489
PAY-002918,ORD-002918,debit_card,1163.84,completed,2022-09-29 08:00:00,USD,AUTH-428331
PAY-002919,ORD-002919,credit_card,2017.28,completed,2024-08-18 05:00:00,CAD,AUTH-984627
PAY-002920,ORD-002920,apple_pay,1545.46,completed,2022-07-14 12:00:00,USD,AUTH-573140
PAY-002921,ORD-002921,credit_card,992.36,completed,2022-01-24 07:00:00,EUR,AUTH-541409
PAY-002922,ORD-002922,google_pay,1164.09,completed,2023-09-02 08:00:00,EUR,AUTH-775581
PAY-002923,ORD-002923,apple_pay,1965.69,completed,2024-01-05 19:00:00,GBP,AUTH-254303
PAY-002924,ORD-002924,apple_pay,1049.08,completed,2024-08-20 17:00:00,USD,AUTH-831769
PAY-002925,ORD-002925,paypal,626.81,completed,2024-06-23 15:00:00,GBP,AUTH-497940
PAY-002926,ORD-002926,paypal,38.99,completed,2023-08-15 05:00:00,USD,AUTH-154174
PAY-002927,ORD-002927,bank_transfer,497.42,completed,2024-01-25 19:00:00,CAD,AUTH-262775
PAY-002928,ORD-002928,google_pay,64.32,completed,2022-07-06 23:00:00,EUR,AUTH-440612
PAY-002929,ORD-002929,credit_card,875.30,completed,2022-12-10 08:00:00,USD,AUTH-209631
PAY-002930,ORD-002930,google_pay,944.76,failed,2024-10-31 23:00:00,GBP,AUTH-815029
PAY-002931,ORD-002931,google_pay,275.87,completed,2025-04-04 18:00:00,USD,AUTH-791177
PAY-002932,ORD-002932,paypal,2644.01,completed,2023-03-02 01:00:00,USD,AUTH-439376
PAY-002933,ORD-002933,bank_transfer,930.24,completed,2024-11-19 08:00:00,USD,AUTH-983591
PAY-002934,ORD-002934,paypal,1412.34,completed,2022-02-18 05:00:00,EUR,AUTH-972528
PAY-002935,ORD-002935,google_pay,2045.33,completed,2023-12-19 00:00:00,USD,AUTH-401986
PAY-002936,ORD-002936,credit_card,2159.84,completed,2024-10-08 10:00:00,USD,AUTH-578672
PAY-002937,ORD-002937,apple_pay,105.22,completed,2025-03-19 00:00:00,CAD,AUTH-525667
PAY-002938,ORD-002938,debit_card,1749.46,failed,2023-09-13 20:00:00,EUR,AUTH-757636
PAY-002939,ORD-002939,apple_pay,769.15,completed,2023-06-25 06:00:00,USD,AUTH-158987
PAY-002940,ORD-002940,debit_card,419.20,completed,2024-03-20 06:00:00,USD,AUTH-301613
PAY-002941,ORD-002941,apple_pay,733.99,completed,2022-12-06 10:00:00,USD,AUTH-960777
PAY-002942,ORD-002942,google_pay,2701.25,completed,2022-12-30 00:00:00,USD,AUTH-769085
PAY-002943,ORD-002943,apple_pay,30.37,completed,2022-05-12 19:00:00,USD,AUTH-671796
PAY-002944,ORD-002944,bank_transfer,1168.62,pending,2024-02-21 20:00:00,USD,AUTH-589667
PAY-002945,ORD-002945,google_pay,899.99,completed,2024-08-01 00:00:00,GBP,AUTH-105232
PAY-002946,ORD-002946,apple_pay,145.03,completed,2023-11-25 18:00:00,USD,AUTH-596725
PAY-002947,ORD-002947,credit_card,1737.73,completed,2022-05-25 01:00:00,GBP,AUTH-846750
PAY-002948,ORD-002948,credit_card,312.71,completed,2024-02-03 03:00:00,USD,AUTH-124595
PAY-002949,ORD-002949,bank_transfer,2036.91,completed,2023-10-09 22:00:00,GBP,AUTH-252847
PAY-002950,ORD-002950,credit_card,216.24,refunded,2022-03-05 11:00:00,USD,AUTH-298888
PAY-002951,ORD-002951,debit_card,163.27,pending,2025-02-18 00:00:00,GBP,AUTH-376260
PAY-002952,ORD-002952,google_pay,711.55,completed,2023-12-31 08:00:00,USD,AUTH-791570
PAY-002953,ORD-002953,credit_card,1867.12,completed,2024-06-06 13:00:00,EUR,AUTH-658901
PAY-002954,ORD-002954,apple_pay,1644.61,completed,2022-10-30 00:00:00,USD,AUTH-832941
PAY-002955,ORD-002955,debit_card,1632.90,completed,2022-07-27 10:00:00,USD,AUTH-348308
PAY-002956,ORD-002956,paypal,1563.38,completed,2023-07-27 03:00:00,EUR,AUTH-589775
PAY-002957,ORD-002957,apple_pay,1315.05,completed,2023-03-13 23:00:00,USD,AUTH-728966
PAY-002958,ORD-002958,credit_card,713.25,pending,2024-07-09 15:00:00,USD,AUTH-310159
PAY-002959,ORD-002959,apple_pay,1963.71,completed,2022-09-26 08:00:00,EUR,AUTH-184852
PAY-002960,ORD-002960,credit_card,480.12,completed,2022-07-11 14:00:00,GBP,AUTH-894538
PAY-002961,ORD-002961,credit_card,2339.60,completed,2022-09-28 15:00:00,CAD,AUTH-465075
PAY-002962,ORD-002962,google_pay,1598.52,completed,2024-11-07 10:00:00,USD,AUTH-833189
PAY-002963,ORD-002963,credit_card,2129.02,completed,2023-08-06 21:00:00,CAD,AUTH-307257
PAY-002964,ORD-002964,apple_pay,1689.30,completed,2025-03-14 23:00:00,CAD,AUTH-325444
PAY-002965,ORD-002965,credit_card,407.56,completed,2022-05-14 17:00:00,USD,AUTH-428925
PAY-002966,ORD-002966,paypal,1718.09,completed,2023-07-17 12:00:00,USD,AUTH-912045
PAY-002967,ORD-002967,credit_card,1620.70,completed,2022-06-05 02:00:00,EUR,AUTH-736122
PAY-002968,ORD-002968,google_pay,890.27,completed,2025-03-01 01:00:00,EUR,AUTH-122491
PAY-002969,ORD-002969,apple_pay,117.40,failed,2024-10-24 15:00:00,CAD,AUTH-310508
PAY-002970,ORD-002970,bank_transfer,1509.53,refunded,2023-03-28 02:00:00,USD,AUTH-203731
PAY-002971,ORD-002971,apple_pay,233.99,completed,2023-07-17 11:00:00,USD,AUTH-597381
PAY-002972,ORD-002972,bank_transfer,872.80,completed,2023-01-03 18:00:00,USD,AUTH-115290
PAY-002973,ORD-002973,bank_transfer,548.21,failed,2023-12-09 05:00:00,USD,AUTH-760538
PAY-002974,ORD-002974,credit_card,1661.94,completed,2023-08-25 12:00:00,USD,AUTH-640550
PAY-002975,ORD-002975,google_pay,2598.43,pending,2024-07-02 05:00:00,USD,AUTH-169552
PAY-002976,ORD-002976,google_pay,695.69,refunded,2023-01-24 12:00:00,CAD,AUTH-406987
PAY-002977,ORD-002977,bank_transfer,335.23,completed,2022-04-06 21:00:00,EUR,AUTH-556418
PAY-002978,ORD-002978,credit_card,2092.59,completed,2022-05-09 18:00:00,GBP,AUTH-786834
PAY-002979,ORD-002979,google_pay,2485.22,completed,2023-01-04 16:00:00,USD,AUTH-613221
PAY-002980,ORD-002980,bank_transfer,2264.38,completed,2024-12-06 04:00:00,USD,AUTH-831986
PAY-002981,ORD-002981,debit_card,937.29,completed,2022-04-27 05:00:00,USD,AUTH-119949
PAY-002982,ORD-002982,google_pay,1595.49,completed,2023-01-21 00:00:00,USD,AUTH-629182
PAY-002983,ORD-002983,credit_card,789.56,completed,2023-04-16 17:00:00,GBP,AUTH-769623
PAY-002984,ORD-002984,debit_card,1920.78,completed,2022-10-29 01:00:00,USD,AUTH-507129
PAY-002985,ORD-002985,debit_card,786.44,completed,2022-06-04 20:00:00,USD,AUTH-220704
PAY-002986,ORD-002986,paypal,2038.32,completed,2024-08-11 02:00:00,GBP,AUTH-632677
PAY-002987,ORD-002987,credit_card,953.13,completed,2022-08-24 20:00:00,CAD,AUTH-652899
PAY-002988,ORD-002988,credit_card,1930.85,failed,2025-03-05 17:00:00,USD,AUTH-806508
PAY-002989,ORD-002989,apple_pay,1056.72,completed,2025-03-06 08:00:00,EUR,AUTH-285546
PAY-002990,ORD-002990,apple_pay,857.67,completed,2023-11-13 03:00:00,USD,AUTH-246508
PAY-002991,ORD-002991,bank_transfer,1117.55,completed,2023-09-08 02:00:00,GBP,AUTH-826147
PAY-002992,ORD-002992,credit_card,353.73,completed,2023-01-17 22:00:00,USD,AUTH-362491
PAY-002993,ORD-002993,credit_card,1679.09,completed,2025-02-15 03:00:00,USD,AUTH-185980
PAY-002994,ORD-002994,bank_transfer,1249.72,completed,2023-04-18 23:00:00,USD,AUTH-337476
PAY-002995,ORD-002995,credit_card,993.79,completed,2024-06-23 20:00:00,USD,AUTH-272965
PAY-002996,ORD-002996,credit_card,667.55,completed,2024-10-12 05:00:00,USD,AUTH-340737
PAY-002997,ORD-002997,apple_pay,1876.95,completed,2022-05-29 04:00:00,CAD,AUTH-313191
PAY-002998,ORD-002998,paypal,1095.33,completed,2022-10-07 23:00:00,USD,AUTH-424985
PAY-002999,ORD-002999,credit_card,619.27,completed,2023-06-25 05:00:00,USD,AUTH-938278
PAY-003000,ORD-003000,apple_pay,1646.67,completed,2025-04-25 00:00:00,USD,AUTH-302408
PAY-003001,ORD-003001,credit_card,452.87,pending,2023-02-24 22:00:00,EUR,AUTH-778768
PAY-003002,ORD-003002,google_pay,1842.27,completed,2023-05-13 05:00:00,USD,AUTH-220037
PAY-003003,ORD-003003,paypal,2035.05,completed,2022-02-21 09:00:00,USD,AUTH-449330
PAY-003004,ORD-003004,credit_card,1546.18,completed,2025-01-17 14:00:00,USD,AUTH-512772
PAY-003005,ORD-003005,paypal,266.87,pending,2022-09-25 03:00:00,GBP,AUTH-113499
PAY-003006,ORD-003006,debit_card,1204.07,pending,2023-03-27 16:00:00,USD,AUTH-394613
PAY-003007,ORD-003007,credit_card,492.99,completed,2023-01-17 14:00:00,GBP,AUTH-619782
PAY-003008,ORD-003008,google_pay,1862.64,completed,2023-03-01 21:00:00,USD,AUTH-242969
PAY-003009,ORD-003009,bank_transfer,1684.97,completed,2024-08-24 19:00:00,CAD,AUTH-701192
PAY-003010,ORD-003010,credit_card,2215.72,completed,2024-04-21 01:00:00,USD,AUTH-766153
PAY-003011,ORD-003011,credit_card,367.58,completed,2022-10-13 06:00:00,GBP,AUTH-574596
PAY-003012,ORD-003012,credit_card,1916.03,completed,2023-03-12 23:00:00,USD,AUTH-514178
PAY-003013,ORD-003013,credit_card,1167.26,completed,2022-10-02 07:00:00,USD,AUTH-698762
PAY-003014,ORD-003014,google_pay,1558.74,refunded,2024-06-02 09:00:00,GBP,AUTH-571449
PAY-003015,ORD-003015,debit_card,277.81,failed,2023-04-21 12:00:00,EUR,AUTH-190014
PAY-003016,ORD-003016,apple_pay,226.44,completed,2025-02-26 21:00:00,USD,AUTH-521860
PAY-003017,ORD-003017,credit_card,318.91,refunded,2023-01-07 23:00:00,EUR,AUTH-432123
PAY-003018,ORD-003018,credit_card,2134.48,completed,2023-04-09 00:00:00,CAD,AUTH-961783
PAY-003019,ORD-003019,credit_card,1635.29,completed,2024-01-11 22:00:00,USD,AUTH-933461
PAY-003020,ORD-003020,google_pay,2495.03,completed,2023-02-10 11:00:00,USD,AUTH-762571
PAY-003021,ORD-003021,bank_transfer,1037.78,completed,2024-03-29 02:00:00,CAD,AUTH-191282
PAY-003022,ORD-003022,bank_transfer,1157.21,refunded,2025-02-18 10:00:00,USD,AUTH-471924
PAY-003023,ORD-003023,paypal,1731.71,completed,2023-03-27 12:00:00,GBP,AUTH-287896
PAY-003024,ORD-003024,google_pay,424.42,completed,2022-09-24 23:00:00,USD,AUTH-787792
PAY-003025,ORD-003025,apple_pay,268.41,completed,2022-03-09 12:00:00,USD,AUTH-407230
PAY-003026,ORD-003026,credit_card,1855.67,completed,2023-01-12 03:00:00,USD,AUTH-686437
PAY-003027,ORD-003027,google_pay,203.52,refunded,2022-01-28 04:00:00,USD,AUTH-111585
PAY-003028,ORD-003028,bank_transfer,665.68,completed,2022-02-08 23:00:00,USD,AUTH-382150
PAY-003029,ORD-003029,credit_card,1054.42,completed,2025-03-19 18:00:00,GBP,AUTH-968003
PAY-003030,ORD-003030,paypal,1787.21,failed,2023-01-07 17:00:00,USD,AUTH-205286
PAY-003031,ORD-003031,paypal,1659.27,completed,2024-11-09 17:00:00,USD,AUTH-404295
PAY-003032,ORD-003032,bank_transfer,850.35,completed,2024-01-16 02:00:00,USD,AUTH-956033
PAY-003033,ORD-003033,bank_transfer,664.23,completed,2023-11-19 05:00:00,GBP,AUTH-979819
PAY-003034,ORD-003034,apple_pay,46.94,completed,2024-04-27 20:00:00,USD,AUTH-205057
PAY-003035,ORD-003035,debit_card,2058.31,completed,2022-03-13 01:00:00,USD,AUTH-850349
PAY-003036,ORD-003036,debit_card,1796.34,completed,2026-02-22 04:00:00,USD,AUTH-880068
PAY-003037,ORD-003037,bank_transfer,139.04,pending,2024-10-14 10:00:00,USD,AUTH-780716
PAY-003038,ORD-003038,bank_transfer,1636.78,completed,2023-12-20 09:00:00,EUR,AUTH-862678
PAY-003039,ORD-003039,apple_pay,1486.87,completed,2025-04-09 11:00:00,USD,AUTH-249585
PAY-003040,ORD-003040,credit_card,2341.74,pending,2023-06-03 10:00:00,USD,AUTH-951336
PAY-003041,ORD-003041,google_pay,1635.85,completed,2022-12-14 08:00:00,USD,AUTH-412689
PAY-003042,ORD-003042,apple_pay,925.26,completed,2023-06-15 08:00:00,EUR,AUTH-155441
PAY-003043,ORD-003043,debit_card,1384.15,completed,2024-09-14 17:00:00,USD,AUTH-329391
PAY-003044,ORD-003044,google_pay,407.20,pending,2025-04-04 00:00:00,EUR,AUTH-651805
PAY-003045,ORD-003045,debit_card,147.32,refunded,2024-12-11 05:00:00,USD,AUTH-258687
PAY-003046,ORD-003046,credit_card,256.65,completed,2023-07-17 03:00:00,USD,AUTH-236604
PAY-003047,ORD-003047,debit_card,2179.04,completed,2022-04-04 13:00:00,USD,AUTH-606428
PAY-003048,ORD-003048,paypal,584.99,completed,2024-06-03 14:00:00,USD,AUTH-123753
PAY-003049,ORD-003049,credit_card,2340.38,completed,2024-03-20 00:00:00,USD,AUTH-957646
PAY-003050,ORD-003050,credit_card,1688.35,completed,2025-03-15 20:00:00,USD,AUTH-245580
PAY-003051,ORD-003051,bank_transfer,159.44,completed,2022-05-23 15:00:00,USD,AUTH-991326
PAY-003052,ORD-003052,google_pay,239.69,completed,2024-12-28 23:00:00,GBP,AUTH-703369
PAY-003053,ORD-003053,debit_card,1138.48,pending,2024-08-03 06:00:00,CAD,AUTH-830698
PAY-003054,ORD-003054,paypal,669.45,completed,2023-06-25 02:00:00,USD,AUTH-537995
PAY-003055,ORD-003055,credit_card,2449.36,completed,2022-02-17 11:00:00,USD,AUTH-958894
PAY-003056,ORD-003056,bank_transfer,2016.10,completed,2024-04-06 22:00:00,GBP,AUTH-589162
PAY-003057,ORD-003057,debit_card,1841.72,completed,2025-01-15 21:00:00,CAD,AUTH-444004
PAY-003058,ORD-003058,paypal,326.84,completed,2025-03-14 01:00:00,USD,AUTH-791548
PAY-003059,ORD-003059,google_pay,1910.54,completed,2022-07-30 02:00:00,USD,AUTH-679542
PAY-003060,ORD-003060,credit_card,2105.55,completed,2024-10-31 04:00:00,USD,AUTH-420232
PAY-003061,ORD-003061,credit_card,2229.33,failed,2022-03-03 04:00:00,CAD,AUTH-521225
PAY-003062,ORD-003062,credit_card,1206.73,completed,2023-09-11 18:00:00,USD,AUTH-999367
PAY-003063,ORD-003063,credit_card,1148.87,completed,2023-12-22 12:00:00,GBP,AUTH-932673
PAY-003064,ORD-003064,credit_card,517.90,completed,2024-09-08 18:00:00,USD,AUTH-933980
PAY-003065,ORD-003065,google_pay,2172.87,completed,2024-03-09 22:00:00,CAD,AUTH-328180
PAY-003066,ORD-003066,apple_pay,2240.07,completed,2024-10-27 03:00:00,USD,AUTH-525136
PAY-003067,ORD-003067,google_pay,2634.09,completed,2023-01-18 13:00:00,USD,AUTH-999082
PAY-003068,ORD-003068,credit_card,339.33,completed,2022-04-22 14:00:00,GBP,AUTH-304480
PAY-003069,ORD-003069,apple_pay,62.44,completed,2023-03-25 04:00:00,CAD,AUTH-726069
PAY-003070,ORD-003070,apple_pay,2642.22,completed,2022-01-07 13:00:00,USD,AUTH-387328
PAY-003071,ORD-003071,credit_card,575.72,completed,2024-08-06 11:00:00,EUR,AUTH-629181
PAY-003072,ORD-003072,paypal,2514.57,completed,2025-02-18 02:00:00,USD,AUTH-657135
PAY-003073,ORD-003073,credit_card,417.01,completed,2024-12-25 00:00:00,USD,AUTH-578683
PAY-003074,ORD-003074,apple_pay,2114.29,completed,2022-09-12 08:00:00,USD,AUTH-115077
PAY-003075,ORD-003075,bank_transfer,2373.99,completed,2023-03-23 09:00:00,CAD,AUTH-349786
PAY-003076,ORD-003076,credit_card,1673.65,completed,2023-11-06 19:00:00,USD,AUTH-773203
PAY-003077,ORD-003077,google_pay,406.26,completed,2024-09-22 15:00:00,EUR,AUTH-546685
PAY-003078,ORD-003078,bank_transfer,1380.01,refunded,2022-07-22 08:00:00,USD,AUTH-604961
PAY-003079,ORD-003079,credit_card,1629.33,completed,2023-11-25 16:00:00,USD,AUTH-513082
PAY-003080,ORD-003080,google_pay,2299.91,completed,2023-11-05 12:00:00,USD,AUTH-147091
PAY-003081,ORD-003081,credit_card,1401.63,failed,2026-02-23 05:00:00,GBP,AUTH-424363
PAY-003082,ORD-003082,apple_pay,1115.10,completed,2023-08-15 11:00:00,CAD,AUTH-902978
PAY-003083,ORD-003083,debit_card,1550.06,completed,2024-04-25 18:00:00,GBP,AUTH-268639
PAY-003084,ORD-003084,bank_transfer,1891.23,completed,2022-06-10 21:00:00,GBP,AUTH-392899
PAY-003085,ORD-003085,credit_card,1474.32,completed,2024-07-15 10:00:00,CAD,AUTH-905933
PAY-003086,ORD-003086,paypal,289.15,completed,2022-08-29 10:00:00,USD,AUTH-204679
PAY-003087,ORD-003087,paypal,1668.60,pending,2024-08-21 16:00:00,USD,AUTH-108141
PAY-003088,ORD-003088,paypal,1501.36,failed,2023-08-06 00:00:00,USD,AUTH-769402
PAY-003089,ORD-003089,credit_card,1766.16,completed,2023-02-09 04:00:00,USD,AUTH-870922
PAY-003090,ORD-003090,google_pay,954.09,completed,2023-03-30 09:00:00,GBP,AUTH-745194
PAY-003091,ORD-003091,bank_transfer,1024.25,completed,2022-02-12 01:00:00,USD,AUTH-737167
PAY-003092,ORD-003092,debit_card,2177.38,completed,2023-02-10 03:00:00,USD,AUTH-152210
PAY-003093,ORD-003093,debit_card,176.17,completed,2022-04-12 22:00:00,USD,AUTH-560400
PAY-003094,ORD-003094,credit_card,2287.64,completed,2023-11-21 19:00:00,USD,AUTH-106273
PAY-003095,ORD-003095,credit_card,1742.83,completed,2024-09-18 16:00:00,USD,AUTH-335730
PAY-003096,ORD-003096,google_pay,2051.30,completed,2023-09-10 08:00:00,GBP,AUTH-332744
PAY-003097,ORD-003097,apple_pay,267.71,completed,2024-08-28 15:00:00,USD,AUTH-825690
PAY-003098,ORD-003098,google_pay,1255.13,completed,2025-04-01 10:00:00,USD,AUTH-257028
PAY-003099,ORD-003099,apple_pay,111.79,completed,2024-05-11 11:00:00,EUR,AUTH-383150
PAY-003100,ORD-003100,credit_card,1740.90,pending,2024-02-01 14:00:00,EUR,AUTH-247575
PAY-003101,ORD-003101,credit_card,121.15,completed,2022-12-21 10:00:00,USD,AUTH-118367
PAY-003102,ORD-003102,bank_transfer,1477.93,completed,2023-05-02 02:00:00,USD,AUTH-133412
PAY-003103,ORD-003103,bank_transfer,1827.77,completed,2022-01-06 14:00:00,USD,AUTH-863308
PAY-003104,ORD-003104,paypal,1191.64,completed,2022-05-10 07:00:00,GBP,AUTH-451828
PAY-003105,ORD-003105,paypal,1903.00,completed,2024-04-24 18:00:00,USD,AUTH-154031
PAY-003106,ORD-003106,credit_card,1399.65,completed,2023-09-05 02:00:00,USD,AUTH-206001
PAY-003107,ORD-003107,credit_card,385.30,completed,2023-07-25 23:00:00,USD,AUTH-908761
PAY-003108,ORD-003108,google_pay,2086.31,completed,2023-02-03 23:00:00,CAD,AUTH-786972
PAY-003109,ORD-003109,paypal,1162.57,completed,2023-11-03 07:00:00,USD,AUTH-260606
PAY-003110,ORD-003110,google_pay,1220.80,failed,2024-12-15 08:00:00,EUR,AUTH-449840
PAY-003111,ORD-003111,apple_pay,1593.68,completed,2025-03-12 07:00:00,GBP,AUTH-787916
PAY-003112,ORD-003112,google_pay,542.18,completed,2022-10-24 05:00:00,GBP,AUTH-604226
PAY-003113,ORD-003113,google_pay,2190.19,completed,2025-03-03 02:00:00,GBP,AUTH-308297
PAY-003114,ORD-003114,credit_card,1459.30,completed,2022-09-08 05:00:00,USD,AUTH-712544
PAY-003115,ORD-003115,bank_transfer,1338.98,completed,2025-02-21 18:00:00,USD,AUTH-287107
PAY-003116,ORD-003116,debit_card,2092.22,completed,2025-02-16 03:00:00,CAD,AUTH-525900
PAY-003117,ORD-003117,debit_card,1574.92,completed,2023-09-09 19:00:00,USD,AUTH-222854
PAY-003118,ORD-003118,apple_pay,1523.53,completed,2023-11-04 00:00:00,USD,AUTH-701254
PAY-003119,ORD-003119,credit_card,153.95,completed,2022-01-06 08:00:00,USD,AUTH-887778
PAY-003120,ORD-003120,google_pay,1336.71,completed,2023-06-19 08:00:00,USD,AUTH-255109
PAY-003121,ORD-003121,debit_card,1129.46,completed,2024-01-24 21:00:00,USD,AUTH-868581
PAY-003122,ORD-003122,bank_transfer,812.43,completed,2022-05-07 19:00:00,GBP,AUTH-573413
PAY-003123,ORD-003123,credit_card,384.65,completed,2024-01-27 10:00:00,USD,AUTH-243877
PAY-003124,ORD-003124,debit_card,1973.82,completed,2022-02-14 04:00:00,USD,AUTH-498866
PAY-003125,ORD-003125,debit_card,719.88,completed,2025-01-25 09:00:00,USD,AUTH-354428
PAY-003126,ORD-003126,debit_card,2033.01,completed,2024-10-23 08:00:00,USD,AUTH-413774
PAY-003127,ORD-003127,credit_card,2113.99,completed,2022-04-09 18:00:00,USD,AUTH-878106
PAY-003128,ORD-003128,credit_card,1668.35,pending,2024-11-02 23:00:00,USD,AUTH-877158
PAY-003129,ORD-003129,google_pay,1376.79,failed,2022-06-17 02:00:00,EUR,AUTH-345916
PAY-003130,ORD-003130,credit_card,1298.85,completed,2022-09-29 10:00:00,USD,AUTH-511806
PAY-003131,ORD-003131,bank_transfer,2221.29,pending,2024-10-29 07:00:00,USD,AUTH-210713
PAY-003132,ORD-003132,credit_card,1165.16,completed,2022-03-25 10:00:00,EUR,AUTH-129368
PAY-003133,ORD-003133,debit_card,2241.24,completed,2023-02-17 07:00:00,USD,AUTH-399182
PAY-003134,ORD-003134,credit_card,1428.73,completed,2022-06-20 23:00:00,CAD,AUTH-825904
PAY-003135,ORD-003135,debit_card,1090.73,completed,2023-12-21 08:00:00,USD,AUTH-708810
PAY-003136,ORD-003136,paypal,928.03,completed,2023-12-30 09:00:00,USD,AUTH-210434
PAY-003137,ORD-003137,google_pay,1152.03,completed,2022-11-05 00:00:00,CAD,AUTH-123875
PAY-003138,ORD-003138,bank_transfer,331.75,failed,2023-10-07 23:00:00,USD,AUTH-636357
PAY-003139,ORD-003139,credit_card,1257.09,completed,2023-10-16 14:00:00,USD,AUTH-222344
PAY-003140,ORD-003140,debit_card,1805.84,completed,2024-07-19 09:00:00,CAD,AUTH-144756
PAY-003141,ORD-003141,paypal,2066.53,completed,2023-04-16 05:00:00,USD,AUTH-678975
PAY-003142,ORD-003142,credit_card,2388.83,completed,2023-10-18 20:00:00,USD,AUTH-731924
PAY-003143,ORD-003143,paypal,1911.68,completed,2022-08-10 10:00:00,USD,AUTH-759264
PAY-003144,ORD-003144,credit_card,1934.79,completed,2024-04-25 08:00:00,GBP,AUTH-142981
PAY-003145,ORD-003145,credit_card,908.04,completed,2022-05-14 16:00:00,USD,AUTH-462987
PAY-003146,ORD-003146,debit_card,484.28,pending,2023-03-31 13:00:00,USD,AUTH-653283
PAY-003147,ORD-003147,bank_transfer,829.52,completed,2022-01-15 13:00:00,USD,AUTH-648606
PAY-003148,ORD-003148,debit_card,2438.82,completed,2025-01-12 13:00:00,GBP,AUTH-829599
PAY-003149,ORD-003149,bank_transfer,243.55,completed,2022-10-28 17:00:00,EUR,AUTH-322040
PAY-003150,ORD-003150,debit_card,1488.99,completed,2023-12-01 05:00:00,USD,AUTH-865232
PAY-003151,ORD-003151,google_pay,847.30,completed,2025-01-10 13:00:00,CAD,AUTH-866256
PAY-003152,ORD-003152,credit_card,1416.52,completed,2023-12-28 14:00:00,USD,AUTH-299610
PAY-003153,ORD-003153,debit_card,1866.22,completed,2024-01-14 17:00:00,USD,AUTH-230223
PAY-003154,ORD-003154,credit_card,2453.88,completed,2023-03-11 08:00:00,USD,AUTH-767840
PAY-003155,ORD-003155,apple_pay,1051.36,completed,2022-03-30 23:00:00,USD,AUTH-926024
PAY-003156,ORD-003156,credit_card,1103.40,completed,2024-01-26 10:00:00,GBP,AUTH-874347
PAY-003157,ORD-003157,credit_card,1215.81,completed,2022-01-26 01:00:00,USD,AUTH-275211
PAY-003158,ORD-003158,credit_card,1118.35,refunded,2022-11-24 16:00:00,USD,AUTH-162054
PAY-003159,ORD-003159,credit_card,2013.87,completed,2022-02-10 09:00:00,USD,AUTH-109137
PAY-003160,ORD-003160,credit_card,36.82,failed,2025-03-17 09:00:00,CAD,AUTH-278091
PAY-003161,ORD-003161,apple_pay,1868.81,completed,2024-10-20 19:00:00,USD,AUTH-784090
PAY-003162,ORD-003162,bank_transfer,2308.48,completed,2024-10-02 18:00:00,USD,AUTH-823332
PAY-003163,ORD-003163,paypal,297.66,completed,2022-07-26 00:00:00,USD,AUTH-223609
PAY-003164,ORD-003164,credit_card,546.19,completed,2024-07-09 07:00:00,USD,AUTH-183669
PAY-003165,ORD-003165,google_pay,2348.54,pending,2023-12-28 11:00:00,USD,AUTH-860147
PAY-003166,ORD-003166,credit_card,1636.25,completed,2024-12-23 16:00:00,CAD,AUTH-689148
PAY-003167,ORD-003167,bank_transfer,1282.45,completed,2024-05-20 11:00:00,GBP,AUTH-975187
