item_id,order_id,product_id,quantity,unit_price,line_total
ITEM-007479,ORD-002514,P0014,4,999.99,3999.96
ITEM-007480,ORD-002514,P0028,4,499.99,1999.96
ITEM-007481,ORD-002514,P0004,1,9.99,9.99
ITEM-007482,ORD-002514,P0061,4,49.99,199.96
ITEM-007483,ORD-002515,P0015,1,99.99,99.99
ITEM-007484,ORD-002515,P0057,4,149.99,599.96
ITEM-007485,ORD-002515,P0056,2,999.99,1999.98
ITEM-007486,ORD-002515,P0068,4,39.99,159.96
ITEM-007487,ORD-002516,P0063,4,59.99,239.96
ITEM-007488,ORD-002516,P0013,2,499.99,999.98
ITEM-007489,ORD-002516,P0035,4,9.99,39.96
ITEM-007490,ORD-002516,P0009,3,19.99,59.97
ITEM-007491,ORD-002517,P0064,2,9.99,19.98
ITEM-007492,ORD-002517,P0006,1,19.99,19.99
ITEM-007493,ORD-002517,P0007,2,95.89,191.78
ITEM-007494,ORD-002517,P0057,2,149.99,299.98
ITEM-007495,ORD-002517,P0028,1,499.99,499.99
ITEM-007496,ORD-002518,P0016,4,999.99,3999.96
ITEM-007497,ORD-002518,P0057,2,149.99,299.98
ITEM-007498,ORD-002518,P0003,4,59.99,239.96
ITEM-007499,ORD-002519,P0014,4,999.99,3999.96
ITEM-007500,ORD-002519,P0055,2,79.99,159.98
ITEM-007501,ORD-002520,P0020,2,14.99,29.98
ITEM-007502,ORD-002520,P0071,4,39.99,159.96
ITEM-007503,ORD-002520,P0034,4,14.99,59.96
ITEM-007504,ORD-002521,P0054,1,999.99,999.99
ITEM-007505,ORD-002521,P0012,3,39.99,119.97
ITEM-007506,ORD-002521,P0058,3,499.99,1499.97
ITEM-007507,ORD-002521,P0065,3,799.99,2399.97
ITEM-007508,ORD-002521,P0036,1,29.99,29.99
ITEM-007509,ORD-002522,P0003,1,59.99,59.99
ITEM-007510,ORD-002522,P0053,2,79.99,159.98
ITEM-007511,ORD-002523,P0066,1,29.99,29.99
ITEM-007512,ORD-002523,P0061,3,49.99,149.97
ITEM-007513,ORD-002523,P0032,3,9.99,29.97
ITEM-007514,ORD-002523,P0002,4,24.99,99.96
ITEM-007515,ORD-002524,P0013,4,499.99,1999.96
ITEM-007516,ORD-002524,P0047,1,499.99,499.99
ITEM-007517,ORD-002524,P0068,2,39.99,79.98
ITEM-007518,ORD-002524,P0017,3,9.99,29.97
ITEM-007519,ORD-002525,P0065,2,799.99,1599.98
ITEM-007520,ORD-002525,P0030,4,799.99,3199.96
ITEM-007521,ORD-002525,P0028,4,499.99,1999.96
ITEM-007522,ORD-002525,P0010,3,29.99,89.97
ITEM-007523,ORD-002525,P0063,2,59.99,119.98
ITEM-007524,ORD-002526,P0041,1,39.99,39.99
ITEM-007525,ORD-002527,P0018,4,49.99,199.96
ITEM-007526,ORD-002528,P0001,1,799.99,799.99
ITEM-007527,ORD-002529,P0068,4,39.99,159.96
ITEM-007528,ORD-002529,P0020,4,14.99,59.96
ITEM-007529,ORD-002530,P0049,2,24.99,49.98
ITEM-007530,ORD-002530,P0045,4,149.99,599.96
ITEM-007531,ORD-002530,P0025,4,19.99,79.96
ITEM-007532,ORD-002531,P0030,2,799.99,1599.98
ITEM-007533,ORD-002531,P0021,4,99.99,399.96
ITEM-007534,ORD-002531,P0054,4,999.99,3999.96
ITEM-007535,ORD-002531,P0040,4,49.99,199.96
ITEM-007536,ORD-002532,P0028,2,499.99,999.98
ITEM-007537,ORD-002532,P0004,2,9.99,19.98
ITEM-007538,ORD-002532,P0012,3,39.99,119.97
ITEM-007539,ORD-002532,P0034,2,14.99,29.98
ITEM-007540,ORD-002533,P0035,4,9.99,39.96
ITEM-007541,ORD-002533,P0031,1,19.99,19.99
ITEM-007542,ORD-002533,P0037,4,29.99,119.96
ITEM-007543,ORD-002533,P0005,2,799.99,1599.98
ITEM-007544,ORD-002534,P0052,3,39.99,119.97
ITEM-007545,ORD-002534,P0056,4,999.99,3999.96
ITEM-007546,ORD-002534,P0034,1,14.99,14.99
ITEM-007547,ORD-002534,P0062,3,199.99,599.97
ITEM-007548,ORD-002535,P0033,1,99.99,99.99
ITEM-007549,ORD-002535,P0016,4,999.99,3999.96
ITEM-007550,ORD-002535,P0030,4,799.99,3199.96
ITEM-007551,ORD-002535,P0011,4,19.99,79.96
ITEM-007552,ORD-002536,P0020,4,14.99,59.96
ITEM-007553,ORD-002537,P0039,1,999.99,999.99
ITEM-007554,ORD-002537,P0043,2,99.99,199.98
ITEM-007555,ORD-002538,P0053,1,79.99,79.99
ITEM-007556,ORD-002538,P0001,3,799.99,2399.97
ITEM-007557,ORD-002538,P0007,1,86.43,86.43
ITEM-007558,ORD-002539,P0008,4,199.99,799.96
ITEM-007559,ORD-002540,P0047,4,499.99,1999.96
ITEM-007560,ORD-002540,P0001,2,799.99,1599.98
ITEM-007561,ORD-002540,P0027,2,499.99,999.98
ITEM-007562,ORD-002541,P0022,1,299.99,299.99
ITEM-007563,ORD-002541,P0030,3,799.99,2399.97
ITEM-007564,ORD-002541,P0061,3,49.99,149.97
ITEM-007565,ORD-002541,P0042,2,39.27,78.54
ITEM-007566,ORD-002542,P0054,2,999.99,1999.98
ITEM-007567,ORD-002542,P0002,4,24.99,99.96
ITEM-007568,ORD-002543,P0036,4,29.99,119.96
ITEM-007569,ORD-002543,P0050,2,39.99,79.98
ITEM-007570,ORD-002543,P0024,4,29.99,119.96
ITEM-007571,ORD-002543,P0037,3,29.99,89.97
ITEM-007572,ORD-002543,P0008,3,199.99,599.97
ITEM-007573,ORD-002544,P0068,2,39.99,79.98
ITEM-007574,ORD-002544,P0062,2,199.99,399.98
ITEM-007575,ORD-002544,P0007,1,99.50,99.50
ITEM-007576,ORD-002545,P0006,3,19.99,59.97
ITEM-007577,ORD-002546,P0040,4,49.99,199.96
ITEM-007578,ORD-002546,P0006,3,19.99,59.97
ITEM-007579,ORD-002546,P0003,1,59.99,59.99
ITEM-007580,ORD-002546,P0053,3,79.99,239.97
ITEM-007581,ORD-002547,P0050,1,39.99,39.99
ITEM-007582,ORD-002547,P0064,4,9.99,39.96
ITEM-007583,ORD-002547,P0041,3,39.99,119.97
ITEM-007584,ORD-002547,P0017,1,9.99,9.99
ITEM-007585,ORD-002547,P0037,3,29.99,89.97
ITEM-007586,ORD-002548,P0003,4,59.99,239.96
ITEM-007587,ORD-002548,P0059,4,199.99,799.96
ITEM-007588,ORD-002548,P0043,3,99.99,299.97
ITEM-007589,ORD-002549,P0049,1,24.99,24.99
ITEM-007590,ORD-002549,P0032,3,9.99,29.97
ITEM-007591,ORD-002549,P0024,1,29.99,29.99
ITEM-007592,ORD-002550,P0051,3,799.99,2399.97
ITEM-007593,ORD-002550,P0040,2,49.99,99.98
ITEM-007594,ORD-002550,P0022,4,299.99,1199.96
ITEM-007595,ORD-002550,P0036,3,29.99,89.97
ITEM-007596,ORD-002550,P0008,3,199.99,599.97
ITEM-007597,ORD-002551,P0011,1,19.99,19.99
ITEM-007598,ORD-002551,P0010,1,29.99,29.99
ITEM-007599,ORD-002551,P0055,2,79.99,159.98
ITEM-007600,ORD-002552,P0020,3,14.99,44.97
ITEM-007601,ORD-002552,P0055,4,79.99,319.96
ITEM-007602,ORD-002553,P0021,3,99.99,299.97
ITEM-007603,ORD-002553,P0054,2,999.99,1999.98
ITEM-007604,ORD-002553,P0049,3,24.99,74.97
ITEM-007605,ORD-002553,P0018,1,49.99,49.99
ITEM-007606,ORD-002554,P0070,1,149.99,149.99
ITEM-007607,ORD-002554,P0009,4,19.99,79.96
ITEM-007608,ORD-002554,P0039,3,999.99,2999.97
ITEM-007609,ORD-002554,P0067,4,29.99,119.96
ITEM-007610,ORD-002555,P0039,4,999.99,3999.96
ITEM-007611,ORD-002556,P0020,4,14.99,59.96
ITEM-007612,ORD-002556,P0015,3,99.99,299.97
ITEM-007613,ORD-002556,P0010,4,29.99,119.96
ITEM-007614,ORD-002556,P0029,3,199.99,599.97
ITEM-007615,ORD-002556,P0049,1,24.99,24.99
ITEM-007616,ORD-002557,P0023,4,299.99,1199.96
ITEM-007617,ORD-002557,P0066,4,29.99,119.96
ITEM-007618,ORD-002558,P0002,4,24.99,99.96
ITEM-007619,ORD-002558,P0033,1,99.99,99.99
ITEM-007620,ORD-002558,P0035,4,9.99,39.96
ITEM-007621,ORD-002558,P0040,3,49.99,149.97
ITEM-007622,ORD-002559,P0030,1,799.99,799.99
ITEM-007623,ORD-002560,P0005,4,799.99,3199.96
ITEM-007624,ORD-002560,P0070,2,149.99,299.98
ITEM-007625,ORD-002560,P0007,2,70.31,140.62
ITEM-007626,ORD-002561,P0062,2,199.99,399.98
ITEM-007627,ORD-002561,P0013,4,499.99,1999.96
ITEM-007628,ORD-002561,P0037,1,29.99,29.99
ITEM-007629,ORD-002562,P0028,3,499.99,1499.97
ITEM-007630,ORD-002562,P0011,3,19.99,59.97
ITEM-007631,ORD-002562,P0024,2,29.99,59.98
ITEM-007632,ORD-002562,P0009,3,19.99,59.97
ITEM-007633,ORD-002562,P0020,2,14.99,29.98
ITEM-007634,ORD-002563,P0037,2,29.99,59.98
ITEM-007635,ORD-002563,P0016,4,999.99,3999.96
ITEM-007636,ORD-002564,P0052,3,39.99,119.97
ITEM-007637,ORD-002564,P0023,4,299.99,1199.96
ITEM-007638,ORD-002564,P0006,4,19.99,79.96
ITEM-007639,ORD-002564,P0055,1,79.99,79.99
ITEM-007640,ORD-002565,P0001,3,799.99,2399.97
ITEM-007641,ORD-002565,P0020,1,14.99,14.99
ITEM-007642,ORD-002565,P0066,1,29.99,29.99
ITEM-007643,ORD-002565,P0071,1,39.99,39.99
ITEM-007644,ORD-002565,P0043,1,99.99,99.99
ITEM-007645,ORD-002566,P0004,3,9.99,29.97
ITEM-007646,ORD-002566,P0012,1,39.99,39.99
ITEM-007647,ORD-002567,P0049,3,24.99,74.97
ITEM-007648,ORD-002567,P0012,3,39.99,119.97
ITEM-007649,ORD-002568,P0020,1,14.99,14.99
ITEM-007650,ORD-002568,P0060,3,199.99,599.97
ITEM-007651,ORD-002568,P0058,1,499.99,499.99
ITEM-007652,ORD-002569,P0040,3,49.99,149.97
ITEM-007653,ORD-002570,P0067,4,29.99,119.96
ITEM-007654,ORD-002570,P0069,4,59.99,239.96
ITEM-007655,ORD-002571,P0056,1,999.99,999.99
ITEM-007656,ORD-002571,P0065,1,799.99,799.99
ITEM-007657,ORD-002571,P0066,3,29.99,89.97
ITEM-007658,ORD-002572,P0042,1,194.22,194.22
ITEM-007659,ORD-002572,P0020,3,14.99,44.97
ITEM-007660,ORD-002572,P0049,3,24.99,74.97
ITEM-007661,ORD-002572,P0004,4,9.99,39.96
ITEM-007662,ORD-002572,P0043,3,99.99,299.97
ITEM-007663,ORD-002573,P0026,4,39.99,159.96
ITEM-007664,ORD-002574,P0072,1,39.99,39.99
ITEM-007665,ORD-002574,P0014,2,999.99,1999.98
ITEM-007666,ORD-002575,P0027,3,499.99,1499.97
ITEM-007667,ORD-002575,P0010,3,29.99,89.97
ITEM-007668,ORD-002576,P0069,1,59.99,59.99
ITEM-007669,ORD-002576,P0052,2,39.99,79.98
ITEM-007670,ORD-002576,P0030,3,799.99,2399.97
ITEM-007671,ORD-002576,P0054,3,999.99,2999.97
ITEM-007672,ORD-002576,P0055,3,79.99,239.97
ITEM-007673,ORD-002577,P0044,3,24.99,74.97
ITEM-007674,ORD-002577,P0058,4,499.99,1999.96
ITEM-007675,ORD-002577,P0043,1,99.99,99.99
ITEM-007676,ORD-002577,P0024,1,29.99,29.99
ITEM-007677,ORD-002577,P0053,3,79.99,239.97
ITEM-007678,ORD-002578,P0018,2,49.99,99.98
ITEM-007679,ORD-002578,P0068,2,39.99,79.98
ITEM-007680,ORD-002578,P0038,1,39.99,39.99
ITEM-007681,ORD-002578,P0037,1,29.99,29.99
ITEM-007682,ORD-002579,P0055,1,79.99,79.99
ITEM-007683,ORD-002580,P0053,1,79.99,79.99
ITEM-007684,ORD-002580,P0023,2,299.99,599.98
ITEM-007685,ORD-002580,P0032,4,9.99,39.96
ITEM-007686,ORD-002580,P0042,1,71.61,71.61
ITEM-007687,ORD-002580,P0056,1,999.99,999.99
ITEM-007688,ORD-002581,P0001,2,799.99,1599.98
ITEM-007689,ORD-002582,P0034,1,14.99,14.99
ITEM-007690,ORD-002582,P0019,4,199.99,799.96
ITEM-007691,ORD-002582,P0016,4,999.99,3999.96
ITEM-007692,ORD-002582,P0020,1,14.99,14.99
ITEM-007693,ORD-002583,P0064,4,9.99,39.96
ITEM-007694,ORD-002584,P0058,3,499.99,1499.97
ITEM-007695,ORD-002584,P0012,3,39.99,119.97
ITEM-007696,ORD-002584,P0047,4,499.99,1999.96
ITEM-007697,ORD-002585,P0025,4,19.99,79.96
ITEM-007698,ORD-002585,P0037,4,29.99,119.96
ITEM-007699,ORD-002586,P0053,3,79.99,239.97
ITEM-007700,ORD-002586,P0009,4,19.99,79.96
ITEM-007701,ORD-002586,P0037,3,29.99,89.97
ITEM-007702,ORD-002587,P0001,3,799.99,2399.97
ITEM-007703,ORD-002587,P0044,1,24.99,24.99
ITEM-007704,ORD-002587,P0016,3,999.99,2999.97
ITEM-007705,ORD-002587,P0071,4,39.99,159.96
ITEM-007706,ORD-002587,P0004,1,9.99,9.99
ITEM-007707,ORD-002588,P0017,4,9.99,39.96
ITEM-007708,ORD-002588,P0050,2,39.99,79.98
ITEM-007709,ORD-002589,P0013,1,499.99,499.99
ITEM-007710,ORD-002589,P0008,3,199.99,599.97
ITEM-007711,ORD-002589,P0030,2,799.99,1599.98
ITEM-007712,ORD-002590,P0066,4,29.99,119.96
ITEM-007713,ORD-002591,P0031,2,19.99,39.98
ITEM-007714,ORD-002592,P0021,3,99.99,299.97
ITEM-007715,ORD-002593,P0062,4,199.99,799.96
ITEM-007716,ORD-002593,P0054,1,999.99,999.99
ITEM-007717,ORD-002593,P0071,4,39.99,159.96
ITEM-007718,ORD-002593,P0072,3,39.99,119.97
ITEM-007719,ORD-002594,P0008,1,199.99,199.99
ITEM-007720,ORD-002595,P0009,4,19.99,79.96
ITEM-007721,ORD-002595,P0001,2,799.99,1599.98
ITEM-007722,ORD-002595,P0061,2,49.99,99.98
ITEM-007723,ORD-002595,P0020,3,14.99,44.97
ITEM-007724,ORD-002595,P0056,3,999.99,2999.97
ITEM-007725,ORD-002596,P0015,1,99.99,99.99
ITEM-007726,ORD-002596,P0044,2,24.99,49.98
ITEM-007727,ORD-002596,P0058,3,499.99,1499.97
ITEM-007728,ORD-002597,P0037,4,29.99,119.96
ITEM-007729,ORD-002597,P0012,1,39.99,39.99
ITEM-007730,ORD-002598,P0007,2,134.03,268.06
ITEM-007731,ORD-002599,P0064,2,9.99,19.98
ITEM-007732,ORD-002599,P0006,2,19.99,39.98
ITEM-007733,ORD-002599,P0043,3,99.99,299.97
ITEM-007734,ORD-002600,P0036,1,29.99,29.99
ITEM-007735,ORD-002600,P0032,4,9.99,39.96
ITEM-007736,ORD-002600,P0063,2,59.99,119.98
ITEM-007737,ORD-002600,P0037,4,29.99,119.96
ITEM-007738,ORD-002600,P0048,3,49.99,149.97
ITEM-007739,ORD-002601,P0024,4,29.99,119.96
ITEM-007740,ORD-002601,P0065,2,799.99,1599.98
ITEM-007741,ORD-002602,P0030,3,799.99,2399.97
ITEM-007742,ORD-002602,P0033,2,99.99,199.98
ITEM-007743,ORD-002602,P0011,3,19.99,59.97
ITEM-007744,ORD-002602,P0009,4,19.99,79.96
ITEM-007745,ORD-002603,P0013,1,499.99,499.99
ITEM-007746,ORD-002603,P0052,4,39.99,159.96
ITEM-007747,ORD-002603,P0046,3,49.99,149.97
ITEM-007748,ORD-002604,P0030,3,799.99,2399.97
ITEM-007749,ORD-002604,P0004,3,9.99,29.97
ITEM-007750,ORD-002605,P0052,4,39.99,159.96
ITEM-007751,ORD-002606,P0013,2,499.99,999.98
ITEM-007752,ORD-002606,P0036,4,29.99,119.96
ITEM-007753,ORD-002606,P0066,2,29.99,59.98
ITEM-007754,ORD-002607,P0019,2,199.99,399.98
ITEM-007755,ORD-002607,P0044,1,24.99,24.99
ITEM-007756,ORD-002607,P0053,1,79.99,79.99
ITEM-007757,ORD-002607,P0032,2,9.99,19.98
ITEM-007758,ORD-002608,P0036,1,29.99,29.99
ITEM-007759,ORD-002608,P0010,4,29.99,119.96
ITEM-007760,ORD-002609,P0016,4,999.99,3999.96
ITEM-007761,ORD-002609,P0048,4,49.99,199.96
ITEM-007762,ORD-002609,P0046,2,49.99,99.98
ITEM-007763,ORD-002609,P0025,1,19.99,19.99
ITEM-007764,ORD-002610,P0038,3,39.99,119.97
ITEM-007765,ORD-002610,P0021,2,99.99,199.98
ITEM-007766,ORD-002610,P0009,1,19.99,19.99
ITEM-007767,ORD-002610,P0014,2,999.99,1999.98
ITEM-007768,ORD-002611,P0031,1,19.99,19.99
ITEM-007769,ORD-002611,P0054,4,999.99,3999.96
ITEM-007770,ORD-002611,P0001,2,799.99,1599.98
ITEM-007771,ORD-002611,P0064,3,9.99,29.97
ITEM-007772,ORD-002612,P0013,1,499.99,499.99
ITEM-007773,ORD-002612,P0030,2,799.99,1599.98
ITEM-007774,ORD-002612,P0012,4,39.99,159.96
ITEM-007775,ORD-002613,P0067,1,29.99,29.99
ITEM-007776,ORD-002613,P0055,2,79.99,159.98
ITEM-007777,ORD-002613,P0025,2,19.99,39.98
ITEM-007778,ORD-002613,P0043,1,99.99,99.99
ITEM-007779,ORD-002613,P0038,4,39.99,159.96
ITEM-007780,ORD-002614,P0049,3,24.99,74.97
ITEM-007781,ORD-002614,P0058,2,499.99,999.98
ITEM-007782,ORD-002614,P0039,4,999.99,3999.96
ITEM-007783,ORD-002615,P0005,2,799.99,1599.98
ITEM-007784,ORD-002615,P0051,3,799.99,2399.97
ITEM-007785,ORD-002615,P0033,4,99.99,399.96
ITEM-007786,ORD-002615,P0020,2,14.99,29.98
ITEM-007787,ORD-002616,P0047,1,499.99,499.99
ITEM-007788,ORD-002616,P0009,2,19.99,39.98
ITEM-007789,ORD-002616,P0056,1,999.99,999.99
ITEM-007790,ORD-002616,P0004,1,9.99,9.99
ITEM-007791,ORD-002616,P0026,3,39.99,119.97
ITEM-007792,ORD-002617,P0017,1,9.99,9.99
ITEM-007793,ORD-002617,P0025,3,19.99,59.97
ITEM-007794,ORD-002617,P0070,3,149.99,449.97
ITEM-007795,ORD-002618,P0008,4,199.99,799.96
ITEM-007796,ORD-002618,P0032,3,9.99,29.97
ITEM-007797,ORD-002618,P0018,1,49.99,49.99
ITEM-007798,ORD-002619,P0033,2,99.99,199.98
ITEM-007799,ORD-002619,P0056,3,999.99,2999.97
ITEM-007800,ORD-002619,P0024,3,29.99,89.97
ITEM-007801,ORD-002620,P0018,4,49.99,199.96
ITEM-007802,ORD-002620,P0064,3,9.99,29.97
ITEM-007803,ORD-002620,P0010,3,29.99,89.97
ITEM-007804,ORD-002620,P0024,1,29.99,29.99
ITEM-007805,ORD-002620,P0002,1,24.99,24.99
ITEM-007806,ORD-002621,P0067,4,29.99,119.96
ITEM-007807,ORD-002621,P0050,2,39.99,79.98
ITEM-007808,ORD-002621,P0021,2,99.99,199.98
ITEM-007809,ORD-002622,P0037,2,29.99,59.98
ITEM-007810,ORD-002622,P0042,1,182.13,182.13
ITEM-007811,ORD-002622,P0025,4,19.99,79.96
ITEM-007812,ORD-002622,P0067,4,29.99,119.96
ITEM-007813,ORD-002622,P0015,1,99.99,99.99
ITEM-007814,ORD-002623,P0002,2,24.99,49.98
ITEM-007815,ORD-002623,P0004,4,9.99,39.96
ITEM-007816,ORD-002623,P0072,4,39.99,159.96
ITEM-007817,ORD-002624,P0009,4,19.99,79.96
ITEM-007818,ORD-002625,P0010,1,29.99,29.99
ITEM-007819,ORD-002625,P0048,3,49.99,149.97
ITEM-007820,ORD-002626,P0037,1,29.99,29.99
ITEM-007821,ORD-002626,P0034,3,14.99,44.97
ITEM-007822,ORD-002626,P0006,3,19.99,59.97
ITEM-007823,ORD-002626,P0008,2,199.99,399.98
ITEM-007824,ORD-002627,P0021,2,99.99,199.98
ITEM-007825,ORD-002628,P0054,2,999.99,1999.98
ITEM-007826,ORD-002628,P0039,2,999.99,1999.98
ITEM-007827,ORD-002629,P0057,3,149.99,449.97
ITEM-007828,ORD-002629,P0022,3,299.99,899.97
ITEM-007829,ORD-002630,P0005,2,799.99,1599.98
ITEM-007830,ORD-002630,P0029,3,199.99,599.97
ITEM-007831,ORD-002630,P0065,4,799.99,3199.96
ITEM-007832,ORD-002631,P0036,2,29.99,59.98
ITEM-007833,ORD-002631,P0042,3,47.85,143.55
ITEM-007834,ORD-002631,P0024,4,29.99,119.96
ITEM-007835,ORD-002631,P0025,4,19.99,79.96
ITEM-007836,ORD-002632,P0024,4,29.99,119.96
ITEM-007837,ORD-002632,P0021,1,99.99,99.99
ITEM-007838,ORD-002632,P0053,4,79.99,319.96
ITEM-007839,ORD-002633,P0071,3,39.99,119.97
ITEM-007840,ORD-002633,P0033,1,99.99,99.99
ITEM-007841,ORD-002633,P0031,3,19.99,59.97
ITEM-007842,ORD-002634,P0037,4,29.99,119.96
ITEM-007843,ORD-002634,P0052,1,39.99,39.99
ITEM-007844,ORD-002634,P0018,3,49.99,149.97
ITEM-007845,ORD-002635,P0030,3,799.99,2399.97
ITEM-007846,ORD-002635,P0065,3,799.99,2399.97
ITEM-007847,ORD-002635,P0047,3,499.99,1499.97
ITEM-007848,ORD-002636,P0013,4,499.99,1999.96
ITEM-007849,ORD-002636,P0068,4,39.99,159.96
ITEM-007850,ORD-002636,P0008,3,199.99,599.97
ITEM-007851,ORD-002636,P0029,3,199.99,599.97
ITEM-007852,ORD-002636,P0035,3,9.99,29.97
ITEM-007853,ORD-002637,P0043,2,99.99,199.98
ITEM-007854,ORD-002637,P0028,1,499.99,499.99
ITEM-007855,ORD-002637,P0014,2,999.99,1999.98
ITEM-007856,ORD-002637,P0016,2,999.99,1999.98
ITEM-007857,ORD-002637,P0009,1,19.99,19.99
ITEM-007858,ORD-002638,P0014,1,999.99,999.99
ITEM-007859,ORD-002638,P0055,4,79.99,319.96
ITEM-007860,ORD-002639,P0018,2,49.99,99.98
ITEM-007861,ORD-002639,P0046,1,49.99,49.99
ITEM-007862,ORD-002639,P0012,1,39.99,39.99
ITEM-007863,ORD-002639,P0059,2,199.99,399.98
ITEM-007864,ORD-002640,P0067,4,29.99,119.96
ITEM-007865,ORD-002640,P0032,3,9.99,29.97
ITEM-007866,ORD-002640,P0028,2,499.99,999.98
ITEM-007867,ORD-002640,P0013,1,499.99,499.99
ITEM-007868,ORD-002640,P0019,1,199.99,199.99
ITEM-007869,ORD-002641,P0057,3,149.99,449.97
ITEM-007870,ORD-002642,P0070,1,149.99,149.99
ITEM-007871,ORD-002642,P0071,3,39.99,119.97
ITEM-007872,ORD-002642,P0069,3,59.99,179.97
ITEM-007873,ORD-002642,P0062,3,199.99,599.97
ITEM-007874,ORD-002642,P0010,1,29.99,29.99
ITEM-007875,ORD-002643,P0032,1,9.99,9.99
ITEM-007876,ORD-002643,P0072,4,39.99,159.96
ITEM-007877,ORD-002643,P0007,4,88.01,352.04
ITEM-007878,ORD-002644,P0010,2,29.99,59.98
ITEM-007879,ORD-002644,P0041,2,39.99,79.98
ITEM-007880,ORD-002644,P0027,2,499.99,999.98
ITEM-007881,ORD-002644,P0032,2,9.99,19.98
ITEM-007882,ORD-002644,P0049,2,24.99,49.98
ITEM-007883,ORD-002645,P0036,3,29.99,89.97
ITEM-007884,ORD-002645,P0055,4,79.99,319.96
ITEM-007885,ORD-002645,P0045,3,149.99,449.97
ITEM-007886,ORD-002645,P0035,2,9.99,19.98
ITEM-007887,ORD-002646,P0047,3,499.99,1499.97
ITEM-007888,ORD-002647,P0072,2,39.99,79.98
ITEM-007889,ORD-002647,P0068,2,39.99,79.98
ITEM-007890,ORD-002647,P0047,3,499.99,1499.97
ITEM-007891,ORD-002647,P0007,4,124.23,496.92
ITEM-007892,ORD-002647,P0060,4,199.99,799.96
ITEM-007893,ORD-002648,P0008,4,199.99,799.96
ITEM-007894,ORD-002648,P0062,2,199.99,399.98
ITEM-007895,ORD-002649,P0017,2,9.99,19.98
ITEM-007896,ORD-002649,P0047,1,499.99,499.99
ITEM-007897,ORD-002649,P0024,4,29.99,119.96
ITEM-007898,ORD-002649,P0027,4,499.99,1999.96
ITEM-007899,ORD-002650,P0058,3,499.99,1499.97
ITEM-007900,ORD-002650,P0018,1,49.99,49.99
ITEM-007901,ORD-002651,P0002,1,24.99,24.99
ITEM-007902,ORD-002651,P0009,3,19.99,59.97
ITEM-007903,ORD-002651,P0018,1,49.99,49.99
ITEM-007904,ORD-002651,P0005,4,799.99,3199.96
ITEM-007905,ORD-002652,P0067,2,29.99,59.98
ITEM-007906,ORD-002652,P0066,2,29.99,59.98
ITEM-007907,ORD-002652,P0021,4,99.99,399.96
ITEM-007908,ORD-002653,P0040,3,49.99,149.97
ITEM-007909,ORD-002653,P0066,2,29.99,59.98
ITEM-007910,ORD-002654,P0064,3,9.99,29.97
ITEM-007911,ORD-002655,P0061,1,49.99,49.99
ITEM-007912,ORD-002655,P0065,3,799.99,2399.97
ITEM-007913,ORD-002655,P0062,2,199.99,399.98
ITEM-007914,ORD-002655,P0027,4,499.99,1999.96
ITEM-007915,ORD-002655,P0035,4,9.99,39.96
ITEM-007916,ORD-002656,P0057,4,149.99,599.96
ITEM-007917,ORD-002656,P0059,2,199.99,399.98
ITEM-007918,ORD-002656,P0002,4,24.99,99.96
ITEM-007919,ORD-002656,P0025,4,19.99,79.96
ITEM-007920,ORD-002657,P0019,4,199.99,799.96
ITEM-007921,ORD-002657,P0072,4,39.99,159.96
ITEM-007922,ORD-002657,P0006,1,19.99,19.99
ITEM-007923,ORD-002657,P0026,3,39.99,119.97
ITEM-007924,ORD-002658,P0048,2,49.99,99.98
ITEM-007925,ORD-002658,P0005,3,799.99,2399.97
ITEM-007926,ORD-002658,P0012,4,39.99,159.96
ITEM-007927,ORD-002658,P0024,2,29.99,59.98
ITEM-007928,ORD-002659,P0026,4,39.99,159.96
ITEM-007929,ORD-002659,P0035,1,9.99,9.99
ITEM-007930,ORD-002660,P0029,4,199.99,799.96
ITEM-007931,ORD-002660,P0040,2,49.99,99.98
ITEM-007932,ORD-002660,P0007,3,138.44,415.32
ITEM-007933,ORD-002660,P0056,4,999.99,3999.96
ITEM-007934,ORD-002660,P0020,3,14.99,44.97
ITEM-007935,ORD-002661,P0010,4,29.99,119.96
ITEM-007936,ORD-002661,P0035,4,9.99,39.96
ITEM-007937,ORD-002661,P0069,4,59.99,239.96
ITEM-007938,ORD-002662,P0044,2,24.99,49.98
ITEM-007939,ORD-002662,P0036,4,29.99,119.96
ITEM-007940,ORD-002662,P0016,1,999.99,999.99
ITEM-007941,ORD-002663,P0068,4,39.99,159.96
ITEM-007942,ORD-002663,P0008,4,199.99,799.96
ITEM-007943,ORD-002663,P0025,3,19.99,59.97
ITEM-007944,ORD-002663,P0022,3,299.99,899.97
ITEM-007945,ORD-002663,P0003,1,59.99,59.99
ITEM-007946,ORD-002664,P0046,1,49.99,49.99
ITEM-007947,ORD-002664,P0017,2,9.99,19.98
ITEM-007948,ORD-002664,P0043,3,99.99,299.97
ITEM-007949,ORD-002664,P0030,3,799.99,2399.97
ITEM-007950,ORD-002665,P0042,1,154.24,154.24
ITEM-007951,ORD-002665,P0004,2,9.99,19.98
ITEM-007952,ORD-002666,P0070,4,149.99,599.96
ITEM-007953,ORD-002667,P0061,1,49.99,49.99
ITEM-007954,ORD-002667,P0053,2,79.99,159.98
ITEM-007955,ORD-002668,P0067,2,29.99,59.98
ITEM-007956,ORD-002668,P0061,2,49.99,99.98
ITEM-007957,ORD-002668,P0008,1,199.99,199.99
